Date;Description;Compte;Montant;Catégorie;Sous-Catégorie;Note;Pointée
"30/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-15.99";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"30/05/2023";"CB Supermagmalako";"Carte Visa Ultim - Mr Paul Bourhis";"-2.55";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"30/05/2023";"CB Le Syllon";"Carte Visa Ultim - Mr Paul Bourhis";"-19.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"30/05/2023";"CB Carte Ticket Restaurant";"Carte Visa Ultim - Mr Paul Bourhis";"-1.31";"Alimentation & Restau.";"Restaurants";"";"Non"
"26/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-5.71";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"25/05/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-4.68";"Auto & Transports";"Location de véhicule";"";"Non"
"24/05/2023";"CB Relay";"Carte Visa Ultim - Mr Paul Bourhis";"-4.2";"Alimentation & Restau.";"Alimentation - Autres";"";"Non"
"24/05/2023";"CB Dac Auchan Carbu";"Carte Visa Ultim - Mr Paul Bourhis";"-95.0";"Auto & Transports";"Carburant";"";"Non"
"24/05/2023";"CB Mgp*leetchi Sa";"Carte Visa Ultim - Mr Paul Bourhis";"-20.0";"Achats & Shopping";"Cadeaux";"";"Non"
"23/05/2023";"CB Amzn Mktp";"Carte Visa Ultim - Mr Paul Bourhis";"-9.49";"Logement";"Décoration";"";"Non"
"23/05/2023";"CB Lryl";"Carte Visa Ultim - Mr Paul Bourhis";"-10.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"22/05/2023";"CB Forville Ca";"Carte Visa Ultim - Mr Paul Bourhis";"-1.8";"Auto & Transports";"Stationnement";"";"Non"
"22/05/2023";"CB Lou Bar";"Carte Visa Ultim - Mr Paul Bourhis";"-26.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"22/05/2023";"CB Le Grand Cafe";"Carte Visa Ultim - Mr Paul Bourhis";"-27.0";"Alimentation & Restau.";"Café";"";"Non"
"22/05/2023";"CB Le Trote Ristorante";"Carte Visa Ultim - Mr Paul Bourhis";"-132.0";"Divers";"A catégoriser";"";"Non"
"22/05/2023";"CB Mercato' Camporosso";"Carte Visa Ultim - Mr Paul Bourhis";"-48.92";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"22/05/2023";"CB Frank Bar Di Cavassa Fra";"Carte Visa Ultim - Mr Paul Bourhis";"-15.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"19/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-10.79";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"19/05/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-2.46";"Alimentation & Restau.";"Fast foods";"";"Non"
"19/05/2023";"CB Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"-95.0";"Auto & Transports";"Billets de train";"";"Non"
"19/05/2023";"Avoir Amz*anyoo Outdoors";"Carte Visa Ultim - Mr Paul Bourhis";"27.99";"Entrées d'argent";"Autres rentrées";"";"Non"
"17/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-12.29";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"16/05/2023";"CB Keolis Lyon";"Carte Visa Ultim - Mr Paul Bourhis";"-4.0";"Auto & Transports";"Transports en commun";"";"Non"
"15/05/2023";"CB Flanigan's";"Carte Visa Ultim - Mr Paul Bourhis";"-15.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"15/05/2023";"CB Keolis Lyon";"Carte Visa Ultim - Mr Paul Bourhis";"-6.0";"Auto & Transports";"Transports en commun";"";"Non"
"15/05/2023";"Carte";"Carte Visa Ultim - Mr Paul Bourhis";"-2.8";"Achats & Shopping";"Achats & Shopping - Autres";"";"Non"
"15/05/2023";"CB The Albion";"Carte Visa Ultim - Mr Paul Bourhis";"-16.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"15/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-24.12";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"15/05/2023";"CB L'imprevu";"Carte Visa Ultim - Mr Paul Bourhis";"-24.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"12/05/2023";"CB Hall Beer Brewer";"Carte Visa Ultim - Mr Paul Bourhis";"-9.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"12/05/2023";"CB Hall Beer Brewer";"Carte Visa Ultim - Mr Paul Bourhis";"-14.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"12/05/2023";"Carte";"Carte Visa Ultim - Mr Paul Bourhis";"-4.56";"Alimentation & Restau.";"Fast foods";"";"Non"
"12/05/2023";"CB Le Lab";"Carte Visa Ultim - Mr Paul Bourhis";"-44.9";"Divers";"Tabac";"";"Non"
"12/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-9.73";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"10/05/2023";"CB Geant";"Carte Visa Ultim - Mr Paul Bourhis";"-3.05";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"10/05/2023";"CB Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"-112.0";"Auto & Transports";"Billets de train";"";"Non"
"09/05/2023";"CB Super U";"Carte Visa Ultim - Mr Paul Bourhis";"-43.75";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"09/05/2023";"CB Geant";"Carte Visa Ultim - Mr Paul Bourhis";"-8.32";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"09/05/2023";"CB Restaurant La Pizza";"Carte Visa Ultim - Mr Paul Bourhis";"-17.5";"Alimentation & Restau.";"Restaurants";"";"Non"
"05/05/2023";"CB Sarl Le Bistrot";"Carte Visa Ultim - Mr Paul Bourhis";"-24.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"05/05/2023";"CB Decathlon";"Carte Visa Ultim - Mr Paul Bourhis";"-12.0";"Achats & Shopping";"Articles de sport";"";"Non"
"04/05/2023";"Carte";"Carte Visa Ultim - Mr Paul Bourhis";"-3.95";"Achats & Shopping";"Achats & Shopping - Autres";"";"Non"
"04/05/2023";"CB Newrest Wagons Lits Franc";"Carte Visa Ultim - Mr Paul Bourhis";"-6.3";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"03/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-1.15";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"03/05/2023";"CB Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"-99.0";"Auto & Transports";"Billets de train";"";"Non"
"03/05/2023";"CB Chatgpt Subscription";"Carte Visa Ultim - Mr Paul Bourhis";"-21.9";"Abonnements";"Abonnements - Autres";"";"Non"
"02/05/2023";"CB Amzn Mktp";"Carte Visa Ultim - Mr Paul Bourhis";"-57.98";"Achats & Shopping";"Achats & Shopping - Autres";"";"Non"
"02/05/2023";"CB Gladines Halles";"Carte Visa Ultim - Mr Paul Bourhis";"-7.0";"Alimentation & Restau.";"Restaurants";"";"Non"
"02/05/2023";"CB Hall Beer Brewer";"Carte Visa Ultim - Mr Paul Bourhis";"-19.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"02/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-10.82";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"02/05/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-38.09";"Alimentation & Restau.";"Fast foods";"";"Non"
"02/05/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-1.59";"Alimentation & Restau.";"Fast foods";"";"Non"
"02/05/2023";"CB Italia Bella";"Carte Visa Ultim - Mr Paul Bourhis";"-8.4";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"02/05/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-4.42";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"02/05/2023";"CB Dnh*go Daddy Europe Eur";"Carte Visa Ultim - Mr Paul Bourhis";"-0.79";"Dépenses pro";"Services en ligne";"";"Non"
"27/04/2023";"CB Wall Street Bar";"Carte Visa Ultim - Mr Paul Bourhis";"-13.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"26/04/2023";"CB Haus";"Carte Visa Ultim - Mr Paul Bourhis";"-23.2";"Alimentation & Restau.";"Fast foods";"";"Non"
"26/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-17.01";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"26/04/2023";"CB Italia Bella";"Carte Visa Ultim - Mr Paul Bourhis";"-6.46";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"26/04/2023";"CB Ssp Aeropuerto Vlc";"Carte Visa Ultim - Mr Paul Bourhis";"-9.7";"Alimentation & Restau.";"Café";"";"Non"
"26/04/2023";"CB Hotel Plaza Mercado";"Carte Visa Ultim - Mr Paul Bourhis";"-7.0";"Loisirs & Sorties";"Hôtels";"";"Non"
"26/04/2023";"CB Fgv Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-4.8";"Auto & Transports";"Transports en commun";"";"Non"
"25/04/2023";"CB Fgv Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-5.8";"Auto & Transports";"Transports en commun";"";"Non"
"25/04/2023";"CB Center Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-17.0";"Loisirs & Sorties";"Hôtels";"";"Non"
"25/04/2023";"CB Transavia";"Carte Visa Ultim - Mr Paul Bourhis";"-56.0";"Loisirs & Sorties";"Voyages / Vacances";"";"Non"
"25/04/2023";"CB Taberna Las Meninas";"Carte Visa Ultim - Mr Paul Bourhis";"-29.5";"Alimentation & Restau.";"Alimentation - Autres";"";"Non"
"25/04/2023";"CB Fgv Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-4.8";"Auto & Transports";"Transports en commun";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-5.7";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-5.7";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB La Malvaloca";"Carte Visa Ultim - Mr Paul Bourhis";"-34.5";"Loisirs & Sorties";"Voyages / Vacances";"";"Non"
"24/04/2023";"CB Dulce De Leche Boutique";"Carte Visa Ultim - Mr Paul Bourhis";"-29.0";"Achats & Shopping";"Achats & Shopping - Autres";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-1.8";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-4.5";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-3.3";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-8.4";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-4.2";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-1.7";"Auto & Transports";"Location de véhicule";"";"Non"
"24/04/2023";"CB Bike Rent";"Carte Visa Ultim - Mr Paul Bourhis";"-14.0";"Loisirs & Sorties";"Loisirs & Sorties - Autres";"";"Non"
"24/04/2023";"CB Fruta Y Verduda Sazulfya";"Carte Visa Ultim - Mr Paul Bourhis";"-14.0";"Divers";"A catégoriser";"";"Non"
"24/04/2023";"CB Restaurante Acqua";"Carte Visa Ultim - Mr Paul Bourhis";"-13.95";"Alimentation & Restau.";"Restaurants";"";"Non"
"24/04/2023";"CB Restaurante El Trompo";"Carte Visa Ultim - Mr Paul Bourhis";"-24.5";"Alimentation & Restau.";"Restaurants";"";"Non"
"21/04/2023";"CB El Cangrejo Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-15.0";"Alimentation & Restau.";"Restaurants";"";"Non"
"21/04/2023";"CB La Fabrica De Hielo";"Carte Visa Ultim - Mr Paul Bourhis";"-5.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"21/04/2023";"CB La Fabrica De Hielo";"Carte Visa Ultim - Mr Paul Bourhis";"-6.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"21/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-5.7";"Auto & Transports";"Location de véhicule";"";"Non"
"21/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-6.9";"Auto & Transports";"Location de véhicule";"";"Non"
"21/04/2023";"CB Tantomonta Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-37.85";"Divers";"A catégoriser";"";"Non"
"21/04/2023";"CB Yego* Ride Min";"Carte Visa Ultim - Mr Paul Bourhis";"-3.3";"Auto & Transports";"Location de véhicule";"";"Non"
"20/04/2023";"CB Hall Beer Brewer";"Carte Visa Ultim - Mr Paul Bourhis";"-8.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"20/04/2023";"CB Hall Beer Brewer";"Carte Visa Ultim - Mr Paul Bourhis";"-8.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"20/04/2023";"CB Ratp";"Carte Visa Ultim - Mr Paul Bourhis";"-11.2";"Auto & Transports";"Transports en commun";"";"Non"
"20/04/2023";"CB Lizarran Plaza Ayto";"Carte Visa Ultim - Mr Paul Bourhis";"-13.5";"Alimentation & Restau.";"Café";"";"Non"
"20/04/2023";"CB Fgv Valencia";"Carte Visa Ultim - Mr Paul Bourhis";"-4.5";"Auto & Transports";"Transports en commun";"";"Non"
"18/04/2023";"CB Inter Lusso";"Carte Visa Ultim - Mr Paul Bourhis";"-9.11";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"18/04/2023";"CB La Poste Boutiqu";"Carte Visa Ultim - Mr Paul Bourhis";"-6.13";"Dépenses pro";"Frais d'expéditions";"";"Non"
"17/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-4.83";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"17/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-14.6";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"17/04/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-16.22";"Alimentation & Restau.";"Fast foods";"";"Non"
"13/04/2023";"CB Microsoft";"Carte Visa Ultim - Mr Paul Bourhis";"-2.09";"Loisirs & Sorties";"Divertissements";"";"Non"
"13/04/2023";"CB Vueling";"Carte Visa Ultim - Mr Paul Bourhis";"-48.99";"Auto & Transports";"Billets d'avion";"";"Non"
"12/04/2023";"CB Vueling";"Carte Visa Ultim - Mr Paul Bourhis";"-48.99";"Auto & Transports";"Billets d'avion";"";"Non"
"12/04/2023";"CB Microsoft";"Carte Visa Ultim - Mr Paul Bourhis";"-2.09";"Loisirs & Sorties";"Divertissements";"";"Non"
"10/04/2023";"CB Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"-112.0";"Auto & Transports";"Billets de train";"";"Non"
"07/04/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-16.66";"Alimentation & Restau.";"Fast foods";"";"Non"
"06/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-11.44";"Auto & Transports";"Carburant";"";"Non"
"03/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-6.06";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"01/04/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-13.72";"Alimentation & Restau.";"Fast foods";"";"Non"
"01/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-0.89";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"01/04/2023";"Usd Euro Carte Chatgpt Subscription";"Carte Visa Ultim - Mr Paul Bourhis";"-22.16";"Abonnements";"Abonnements - Autres";"";"Non"
"01/04/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-4.9";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"31/03/2023";"CB Inter Lusso";"Carte Visa Ultim - Mr Paul Bourhis";"-7.26";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"31/03/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-13.72";"Alimentation & Restau.";"Fast foods";"";"Non"
"30/03/2023";"CB Italia Bella";"Carte Visa Ultim - Mr Paul Bourhis";"-18.45";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"30/03/2023";"CB Inter Pakama";"Carte Visa Ultim - Mr Paul Bourhis";"-11.33";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"29/03/2023";"CB Relay";"Carte Visa Ultim - Mr Paul Bourhis";"-3.6";"Alimentation & Restau.";"Alimentation - Autres";"";"Non"
"29/03/2023";"CB Amzn Mktp";"Carte Visa Ultim - Mr Paul Bourhis";"-11.99";"Achats & Shopping";"Achats & Shopping - Autres";"";"Non"
"28/03/2023";"CB Lidl";"Carte Visa Ultim - Mr Paul Bourhis";"-17.22";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"27/03/2023";"CB Lidl";"Carte Visa Ultim - Mr Paul Bourhis";"-6.38";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"26/03/2023";"CB Geant";"Carte Visa Ultim - Mr Paul Bourhis";"-22.33";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"26/03/2023";"CB Eurl Coldrip";"Carte Visa Ultim - Mr Paul Bourhis";"-26.5";"Alimentation & Restau.";"Restaurants";"";"Non"
"25/03/2023";"CB M Ticket Tam";"Carte Visa Ultim - Mr Paul Bourhis";"-2.0";"Auto & Transports";"Stationnement";"";"Non"
"25/03/2023";"CB Deliveroo";"Carte Visa Ultim - Mr Paul Bourhis";"-45.2";"Alimentation & Restau.";"Fast foods";"";"Non"
"25/03/2023";"CB Les Vedettes";"Carte Visa Ultim - Mr Paul Bourhis";"-5.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"24/03/2023";"CB Relay";"Carte Visa Ultim - Mr Paul Bourhis";"-4.4";"Alimentation & Restau.";"Alimentation - Autres";"";"Non"
"24/03/2023";"CB Sumup *taxi Kouame Ko";"Carte Visa Ultim - Mr Paul Bourhis";"-9.5";"Auto & Transports";"Auto & Transports - Autres";"";"Non"
"22/03/2023";"CB Bar Fondamental";"Carte Visa Ultim - Mr Paul Bourhis";"-8.0";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"20/03/2023";"CB Amzn Mktp";"Carte Visa Ultim - Mr Paul Bourhis";"-3.99";"Achats & Shopping";"Achats & Shopping - Autres";"";"Non"
"20/03/2023";"CB La Vie Claire Cl";"Carte Visa Ultim - Mr Paul Bourhis";"-29.34";"Alimentation & Restau.";"Alimentation - Autres";"";"Non"
"19/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-34.96";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"15/03/2023";"Avoir Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"28.0";"Entrées d'argent";"Remboursements";"";"Non"
"15/03/2023";"Avoir Sncf";"Carte Visa Ultim - Mr Paul Bourhis";"59.0";"Entrées d'argent";"Remboursements";"";"Non"
"15/03/2023";"CB Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"-137.0";"Auto & Transports";"Billets de train";"";"Non"
"13/03/2023";"CB Comara Hadietou";"Carte Visa Ultim - Mr Paul Bourhis";"-10.8";"Divers";"A catégoriser";"";"Non"
"13/03/2023";"CB Sncf Internet";"Carte Visa Ultim - Mr Paul Bourhis";"-145.0";"Auto & Transports";"Billets de train";"";"Non"
"12/03/2023";"CB Bouillonle* Bouillon P";"Carte Visa Ultim - Mr Paul Bourhis";"-18.04";"Loisirs & Sorties";"Sortie au restaurant";"";"Non"
"11/03/2023";"CB Sumup *hadj Ahmed";"Carte Visa Ultim - Mr Paul Bourhis";"-17.3";"Divers";"A catégoriser";"";"Non"
"11/03/2023";"CB Taverne De Zhao";"Carte Visa Ultim - Mr Paul Bourhis";"-45.1";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"11/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-9.83";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"10/03/2023";"CB Italia Bella";"Carte Visa Ultim - Mr Paul Bourhis";"-32.93";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"10/03/2023";"CB Intermarche";"Carte Visa Ultim - Mr Paul Bourhis";"-10.6";"Alimentation & Restau.";"Supermarché / Epicerie";"";"Non"
"09/03/2023";"CB Sc Corcorans";"Carte Visa Ultim - Mr Paul Bourhis";"-8.5";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
"09/03/2023";"CB Sc Corcorans";"Carte Visa Ultim - Mr Paul Bourhis";"-6.6";"Loisirs & Sorties";"Bars / Clubs";"";"Non"
